Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Shelf Life (days),Storage Condition,Quantity Sold (liters/kg),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Total Value,Price per Unit (sold),Approx. Total Revenue(INR),Production Date,Expiration Date
Mumbai,75.28,60,Small,2023-08-17,7,Cheese,LocalFarm,291.83,96.34,41,Frozen,32,Chennai,Retail,405,91,175,28114.9022,98.07834199788522,3138.506943932327,2023-08-15,2023-09-25
Chennai,748.47,56,Large,2020-07-29,10,Milk,Nestle,108.12,34.5,40,Cold,396,Mumbai,Online,361,80,167,3730.1400000000003,34.37734487432223,13613.428570231605,2020-07-26,2020-09-04
Delhi,644.37,35,Medium,2023-08-21,10,Paneer,Nestle,553.42,95.19,24,Frozen,428,Delhi,Retail,327,53,193,52680.04979999999,96.09418991149772,41128.313282121024,2023-08-19,2023-09-12
Kolkata,601.72,93,Large,2021-02-15,5,Milk,LocalFarm,515.74,65.09,20,Ambient,744,Bangalore,Retail,396,65,153,33569.5166,67.34340821711318,50103.495713532204,2021-02-12,2021-03-04
Mumbai,754.6,115,Medium,2020-09-24,4,Curd,Nestle,56.01,82.92,12,Frozen,649,Kolkata,Retail,205,99,32,4644.3492,81.7286097384931,53041.867720282025,2020-09-22,2020-10-04
Chennai,691.47,101,Small,2022-08-04,1,Cheese,Nestle,508.39,26.1,48,Frozen,637,Mumbai,Wholesale,489,93,177,13268.979000000001,26.092608350047296,16620.99151898013,2022-08-03,2022-09-20
Mumbai,245.59,93,Small,2020-06-06,1,Butter,Nestle,543.81,55.01,26,Ambient,34,Chennai,Online,192,69,175,29914.988099999995,55.31635372503636,1880.7560266512362,2020-06-04,2020-06-30
Kolkata,384.86,84,Large,2020-12-26,3,Cheese,LocalFarm,625.42,61.21,9,Ambient,851,Mumbai,Wholesale,223,88,194,38281.9582,59.8644502798058,50944.64718811474,2020-12-22,2020-12-31
Kolkata,169.8,83,Large,2019-06-11,1,Curd,Amul,971.59,45.36,9,Ambient,744,Bangalore,Online,37,30,49,44071.3224,44.338654846288584,32987.959205638705,2019-06-09,2019-06-18
Bangalore,173.36,70,Medium,2023-06-29,8,Curd,Amul,983.56,32.79,58,Frozen,207,Delhi,Retail,447,94,103,32250.932399999998,32.87598353171747,6805.328591065517,2023-06-25,2023-08-22
Delhi,692.39,32,Medium,2020-10-20,3,Curd,Nestle,550.58,91.43,49,Frozen,253,Kolkata,Online,331,37,51,50339.52940000001,89.20974266333943,22570.064893824874,2020-10-16,2020-12-04
Bangalore,865.67,46,Large,2022-04-20,10,Curd,Amul,852.93,17.66,15,Frozen,795,Kolkata,Retail,307,50,178,15062.743799999998,18.297883320515954,14546.817239810183,2022-04-19,2022-05-04
Chennai,964.6,50,Medium,2021-04-29,2,Cheese,Nestle,130.91,23.86,47,Cold,754,Chennai,Wholesale,494,81,109,3123.5126,25.040772139388547,18880.742193098966,2021-04-25,2021-06-11
Mumbai,646.93,61,Medium,2023-04-22,6,Milk,Amul,554.6,38.85,23,Cold,477,Delhi,Retail,492,42,192,21546.210000000003,37.72666071729754,17995.617162150927,2023-04-21,2023-05-14
Chennai,224.9,92,Medium,2019-03-23,4,Butter,Amul,694.96,92.78,43,Ambient,744,Mumbai,Wholesale,110,72,129,64478.3888,93.47824733365981,69547.8160162429,2019-03-20,2019-05-02
Kolkata,150.37,118,Large,2020-06-07,4,Butter,Mother Dairy,586.49,60.78,21,Cold,164,Mumbai,Wholesale,251,81,158,35646.8622,58.624607751322024,9614.435671216812,2020-06-04,2020-06-25
Bangalore,822.21,91,Small,2019-01-04,2,Paneer,Nestle,269.18,43.59,41,Ambient,536,Chennai,Wholesale,335,93,153,11733.5562,42.219405329812425,22629.60125677946,2019-01-02,2019-02-12
Bangalore,599.82,58,Small,2020-05-09,2,Curd,Amul,109.53,46.24,42,Frozen,160,Delhi,Retail,471,36,169,5064.6672,47.46984057949297,7595.174492718875,2020-05-07,2020-06-18
Bangalore,637.37,36,Medium,2023-04-28,6,Curd,Amul,417.34,85.4,22,Ambient,552,Chennai,Wholesale,491,60,42,35640.836,82.83526811642474,45725.06800026646,2023-04-27,2023-05-19
Chennai,792.39,15,Large,2021-12-10,5,Curd,Mother Dairy,665.26,12.41,54,Frozen,648,Bangalore,Online,83,27,37,8255.8766,12.719010460150756,8241.91877817769,2021-12-09,2022-02-01
Kolkata,718.11,83,Medium,2022-07-08,9,Milk,Amul,992.13,11.02,13,Ambient,134,Bangalore,Online,490,50,144,10933.2726,10.914239648852153,1462.5081129461885,2022-07-06,2022-07-19
Mumbai,842.74,75,Small,2022-03-03,4,Curd,Mother Dairy,274.71,14.15,54,Cold,63,Mumbai,Online,363,68,188,3887.1465,14.120934986409281,889.6189041437847,2022-03-01,2022-04-24
Mumbai,103.4,33,Medium,2023-06-11,5,Paneer,Amul,921.9,52.23,55,Frozen,223,Bangalore,Online,159,76,34,48150.837,50.973407303963626,11367.069828783888,2023-06-09,2023-08-03
Chennai,760.14,47,Small,2022-10-17,1,Paneer,Mother Dairy,114.85,62.31,21,Frozen,492,Chennai,Wholesale,154,67,157,7156.3035,62.61520236794898,30806.6795650309,2022-10-13,2022-11-03
Bangalore,858.31,37,Large,2020-07-21,2,Milk,Mother Dairy,934.44,66.2,45,Frozen,328,Kolkata,Online,97,72,80,61859.92800000001,65.08489355497288,21347.845086031106,2020-07-18,2020-09-01
Delhi,321.83,37,Medium,2022-05-25,3,Curd,LocalFarm,840.75,75.8,37,Cold,341,Bangalore,Retail,188,81,129,63728.85,73.3332113729994,25006.625078192796,2022-05-23,2022-06-29
Chennai,658.42,118,Large,2021-05-27,5,Cheese,Nestle,69.9,27.08,24,Cold,424,Chennai,Online,85,69,182,1892.892,26.102609836664847,11067.506570745894,2021-05-23,2021-06-16
Chennai,348.45,112,Medium,2021-12-27,5,Cheese,LocalFarm,333.28,33.61,59,Cold,380,Kolkata,Online,61,74,42,11201.540799999999,35.28934704911947,13409.951878665399,2021-12-26,2022-02-23
Kolkata,960.07,75,Medium,2021-10-08,4,Butter,Nestle,98.41,31.92,22,Frozen,145,Kolkata,Retail,258,28,192,3141.2472000000002,31.427260465604782,4556.952767512694,2021-10-06,2021-10-28
Mumbai,81.75,70,Medium,2021-10-11,10,Milk,Amul,995.73,23.43,28,Ambient,139,Bangalore,Retail,80,51,61,23329.9539,24.14443864837749,3356.0769721244715,2021-10-10,2021-11-07
Chennai,600.8,55,Medium,2021-05-13,3,Cheese,Nestle,456.45,32.0,17,Ambient,233,Delhi,Online,381,76,179,14606.4,31.49243232860953,7337.736732566021,2021-05-12,2021-05-29
Chennai,208.18,78,Medium,2023-04-29,9,Butter,LocalFarm,679.06,65.23,44,Cold,844,Bangalore,Wholesale,461,24,163,44295.0838,66.03206327080716,55731.061400561244,2023-04-26,2023-06-09
Bangalore,726.61,84,Large,2022-03-12,1,Paneer,Nestle,272.48,42.98,32,Ambient,330,Bangalore,Retail,346,84,78,11711.1904,44.446316309958746,14667.284382286387,2022-03-11,2022-04-12
Bangalore,217.1,83,Large,2022-10-01,6,Butter,LocalFarm,937.05,79.11,50,Frozen,661,Delhi,Wholesale,358,69,40,74130.02549999999,80.66082548503319,53316.80564560694,2022-09-27,2022-11-16
Delhi,273.61,52,Small,2023-04-27,7,Curd,Nestle,310.47,58.28,7,Frozen,625,Bangalore,Wholesale,467,82,100,18094.191600000002,55.76857610284874,34855.36006428046,2023-04-24,2023-05-01
Kolkata,519.65,68,Medium,2023-08-02,10,Curd,Amul,297.2,29.08,40,Cold,84,Chennai,Online,365,77,172,8642.576,28.18659246887578,2367.6737673855655,2023-07-31,2023-09-09
Delhi,919.09,11,Small,2023-05-28,4,Paneer,Amul,348.87,52.06,15,Cold,385,Delhi,Wholesale,94,76,97,18162.1722,54.00487577400484,20791.877172991863,2023-05-24,2023-06-08
Bangalore,251.13,24,Large,2021-02-17,10,Milk,Nestle,489.36,63.4,43,Ambient,224,Chennai,Wholesale,488,28,197,31025.424,63.217554952101274,14160.732309270685,2021-02-16,2021-03-31
Mumbai,187.03,112,Small,2022-05-02,3,Curd,Nestle,67.61,87.96,25,Ambient,206,Kolkata,Wholesale,286,45,191,5946.9756,88.82613889329984,18298.184612019766,2022-04-30,2022-05-25
Bangalore,771.03,114,Large,2021-10-01,8,Curd,Amul,617.95,85.03,41,Ambient,743,Delhi,Online,220,82,136,52544.2885,80.98642238567416,60172.9118325559,2021-09-29,2021-11-09
Kolkata,525.59,46,Medium,2023-08-18,9,Butter,Nestle,80.08,48.38,6,Cold,722,Kolkata,Retail,191,85,133,3874.2704000000003,48.31863794687129,34886.05659764107,2023-08-17,2023-08-23
Bangalore,916.2,80,Small,2022-06-23,1,Butter,Mother Dairy,562.24,68.29,10,Cold,280,Mumbai,Online,169,53,187,38395.369600000005,67.81781877282144,18988.989256390003,2022-06-19,2022-06-29
Kolkata,189.28,29,Small,2019-11-10,10,Butter,Amul,484.99,36.8,56,Cold,853,Mumbai,Retail,57,25,48,17847.631999999998,37.48520136356212,31974.87676311849,2019-11-06,2020-01-01
Kolkata,663.63,107,Small,2020-12-30,9,Cheese,Amul,280.42,66.97,9,Frozen,109,Chennai,Wholesale,42,81,130,18779.7274,65.45947429724335,7135.082698399525,2020-12-28,2021-01-06
Kolkata,271.24,44,Small,2020-01-19,7,Paneer,LocalFarm,363.28,92.15,51,Ambient,776,Kolkata,Retail,159,94,143,33476.252,94.39745468512878,73252.42483565993,2020-01-18,2020-03-09
Kolkata,198.92,43,Medium,2023-11-24,1,Milk,LocalFarm,720.38,66.21,47,Cold,412,Kolkata,Retail,157,60,91,47696.3598,67.34150148942386,27744.69861364263,2023-11-23,2024-01-09
Kolkata,699.26,95,Large,2023-12-18,7,Butter,Mother Dairy,59.12,37.34,36,Cold,169,Delhi,Retail,234,73,195,2207.5408,37.37626347034438,6316.5885264882,2023-12-16,2024-01-21
Mumbai,614.0,40,Large,2019-10-04,5,Milk,Nestle,350.81,67.96,41,Cold,431,Mumbai,Retail,474,55,59,23841.047599999998,67.11492363666287,28926.532087401694,2019-10-03,2019-11-13
Delhi,767.09,96,Medium,2021-12-31,10,Butter,Mother Dairy,696.28,91.25,54,Ambient,463,Chennai,Wholesale,338,21,61,63535.549999999996,89.44317292657945,41412.189065006285,2021-12-28,2022-02-20
Chennai,343.99,28,Large,2022-02-26,7,Curd,Nestle,194.66,22.33,44,Ambient,159,Chennai,Retail,382,46,112,4346.757799999999,22.408377246941573,3562.93198226371,2022-02-22,2022-04-07
Delhi,475.57,77,Small,2022-10-13,9,Milk,LocalFarm,582.37,53.42,15,Frozen,312,Delhi,Retail,444,37,145,31110.205400000003,53.830393372256324,16795.082732143972,2022-10-09,2022-10-24
Kolkata,435.2,33,Medium,2020-11-28,8,Cheese,Nestle,210.49,38.89,21,Frozen,485,Delhi,Wholesale,411,96,182,8185.9561,38.68828560305028,18763.818517479387,2020-11-24,2020-12-15
Mumbai,984.88,93,Large,2023-03-29,6,Butter,LocalFarm,197.02,31.73,18,Frozen,650,Chennai,Retail,300,30,130,6251.444600000001,31.160682787072247,20254.44381159696,2023-03-26,2023-04-13
Bangalore,327.64,48,Medium,2022-05-28,2,Paneer,Amul,783.67,45.66,6,Frozen,266,Delhi,Online,393,97,138,35782.3722,47.39462518753615,12606.970299884615,2022-05-26,2022-06-01
Mumbai,330.08,101,Medium,2021-10-26,8,Curd,Amul,303.2,45.46,43,Cold,117,Kolkata,Retail,143,63,116,13783.472,44.59722797283047,5217.875672821165,2021-10-22,2021-12-04
Kolkata,386.82,63,Large,2021-01-20,4,Butter,Nestle,406.98,28.94,59,Frozen,189,Chennai,Online,414,23,41,11778.0012,29.438248113158362,5563.828893386931,2021-01-19,2021-03-19
Mumbai,586.36,48,Large,2021-09-09,8,Milk,LocalFarm,743.52,46.33,22,Cold,329,Bangalore,Online,9,96,38,34447.281599999995,48.205556409603105,15859.628058759421,2021-09-07,2021-09-29
Mumbai,289.71,26,Medium,2020-09-15,7,Butter,Mother Dairy,220.54,67.04,37,Cold,445,Mumbai,Online,329,62,154,14785.001600000001,68.02448047425919,30270.893811045342,2020-09-13,2020-10-20
Kolkata,919.53,28,Medium,2019-08-16,4,Curd,LocalFarm,555.15,12.32,34,Ambient,86,Mumbai,Wholesale,347,58,194,6839.448,12.154817271526191,1045.3142853512525,2019-08-12,2019-09-15
Mumbai,302.4,57,Large,2019-01-17,8,Paneer,LocalFarm,921.93,99.03,19,Cold,75,Bangalore,Online,267,78,46,91298.7279,97.02174971434236,7276.631228575678,2019-01-16,2019-02-04
Chennai,901.02,44,Medium,2023-05-28,2,Paneer,LocalFarm,576.14,36.63,33,Ambient,577,Bangalore,Online,480,44,192,21104.0082,37.924510593042065,21882.44261218527,2023-05-26,2023-06-28
Chennai,148.3,41,Large,2019-01-12,9,Paneer,Amul,96.4,66.13,30,Frozen,536,Kolkata,Wholesale,155,98,142,6374.932,66.06358161309039,35410.07974461645,2019-01-08,2019-02-07
Mumbai,673.73,56,Medium,2023-06-10,6,Curd,LocalFarm,610.21,35.52,5,Frozen,587,Chennai,Wholesale,17,74,134,21674.659200000002,35.851642999648995,21044.91444079396,2023-06-09,2023-06-14
Bangalore,911.64,119,Medium,2023-03-03,7,Butter,Nestle,135.65,45.42,21,Ambient,170,Delhi,Online,435,84,150,6161.223000000001,45.857393718601344,7795.756932162229,2023-03-02,2023-03-23
Kolkata,210.31,56,Medium,2020-11-22,10,Curd,Amul,318.02,59.43,58,Ambient,337,Mumbai,Wholesale,411,44,89,18899.9286,59.63088368859183,20095.607803055445,2020-11-20,2021-01-17
Chennai,969.91,73,Large,2023-07-16,1,Curd,Amul,857.19,65.07,43,Frozen,160,Bangalore,Retail,283,56,33,55777.353299999995,67.87664040146902,10860.262464235042,2023-07-13,2023-08-25
Bangalore,480.24,55,Small,2023-10-06,3,Butter,Amul,60.52,79.34,52,Cold,334,Chennai,Online,490,94,198,4801.656800000001,82.7598251517241,27641.78160067585,2023-10-03,2023-11-24
Mumbai,948.43,112,Large,2023-03-06,10,Cheese,LocalFarm,123.16,81.25,6,Cold,815,Delhi,Online,230,99,160,10006.75,77.51592460595413,63175.47855385261,2023-03-02,2023-03-08
Bangalore,692.98,44,Medium,2019-03-11,5,Paneer,Mother Dairy,395.2,56.68,19,Ambient,25,Mumbai,Retail,447,73,166,22399.935999999998,56.71211517443374,1417.8028793608435,2019-03-07,2019-03-26
Delhi,336.51,103,Small,2019-04-18,7,Milk,LocalFarm,999.43,16.82,26,Cold,208,Chennai,Wholesale,269,92,40,16810.4126,16.930284831357465,3521.499244922353,2019-04-15,2019-05-11
Chennai,228.89,26,Small,2019-07-20,1,Milk,LocalFarm,327.27,60.2,24,Cold,336,Mumbai,Retail,263,47,90,19701.654,62.761861967691914,21087.985621144482,2019-07-19,2019-08-12
Mumbai,338.55,51,Medium,2021-12-11,9,Butter,Mother Dairy,199.41,52.98,33,Frozen,750,Kolkata,Retail,477,71,122,10564.7418,50.70004628552922,38025.03471414692,2021-12-09,2022-01-11
Kolkata,138.37,38,Large,2023-04-22,5,Milk,LocalFarm,571.95,29.38,29,Ambient,704,Mumbai,Wholesale,355,83,141,16803.891,30.22930094008391,21281.427861819073,2023-04-21,2023-05-20
Mumbai,186.67,79,Small,2020-09-20,3,Cheese,Nestle,543.29,10.91,47,Frozen,624,Kolkata,Wholesale,258,57,127,5927.2939,11.065378791121748,6904.796365659971,2020-09-18,2020-11-04
Kolkata,149.43,26,Small,2022-07-06,7,Curd,Mother Dairy,477.14,38.44,28,Cold,543,Kolkata,Online,201,63,50,18341.261599999998,39.33372698998984,21358.213755564484,2022-07-05,2022-08-02
Mumbai,451.8,90,Large,2023-02-14,10,Paneer,Nestle,949.32,33.35,38,Cold,182,Kolkata,Online,136,81,54,31659.822000000004,32.65533739893747,5943.271406606619,2023-02-12,2023-03-22
Bangalore,805.8,23,Large,2022-07-11,8,Milk,Nestle,316.14,53.46,47,Frozen,849,Delhi,Online,46,87,91,16900.844399999998,54.77839167821926,46506.85453480815,2022-07-08,2022-08-24
Bangalore,184.31,33,Small,2021-06-24,10,Milk,Amul,328.66,78.54,25,Cold,387,Delhi,Wholesale,62,57,113,25812.956400000003,76.8331081413825,29734.412850715027,2021-06-21,2021-07-16
Bangalore,173.8,66,Large,2019-10-30,10,Butter,Amul,183.24,49.51,52,Cold,536,Kolkata,Online,423,69,53,9072.2124,50.379730153602495,27003.53536233094,2019-10-27,2019-12-18
Delhi,661.26,59,Small,2021-07-25,3,Butter,Mother Dairy,712.42,95.64,6,Frozen,85,Chennai,Retail,76,80,198,68135.84879999999,98.3850828562228,8362.732042778938,2021-07-22,2021-07-28
Kolkata,237.32,66,Medium,2020-07-29,7,Curd,LocalFarm,355.3,29.92,55,Cold,734,Kolkata,Online,341,47,95,10630.576000000001,30.767653509404376,22583.457675902813,2020-07-27,2020-09-20
Bangalore,142.73,110,Large,2023-04-27,7,Paneer,Nestle,812.6,29.89,20,Frozen,343,Chennai,Wholesale,120,89,38,24288.614,30.02263026353207,10297.762180391499,2023-04-25,2023-05-15
Delhi,208.51,70,Small,2020-07-08,4,Milk,LocalFarm,973.17,64.4,44,Ambient,873,Mumbai,Wholesale,407,50,165,62672.148,63.84337295503601,55735.26458974644,2020-07-05,2020-08-18
Kolkata,927.54,113,Large,2019-05-05,10,Curd,Nestle,91.5,90.66,25,Cold,212,Delhi,Online,454,76,155,8295.39,88.33506085502935,18727.032901266222,2019-05-03,2019-05-28
Mumbai,830.4,48,Large,2022-07-17,9,Paneer,Amul,993.47,70.47,56,Cold,384,Chennai,Wholesale,12,29,125,70009.8309,67.18254124693246,25798.095838822064,2022-07-16,2022-09-10
Delhi,386.36,64,Small,2021-05-08,1,Curd,Amul,291.4,70.63,41,Frozen,389,Chennai,Wholesale,389,31,87,20581.582,67.44384584931775,26235.656035384607,2021-05-04,2021-06-14
Chennai,673.03,105,Medium,2021-01-14,1,Milk,Amul,449.1,82.57,12,Ambient,355,Chennai,Online,457,26,100,37082.187,81.8971836529096,29073.50019678291,2021-01-12,2021-01-24
Delhi,560.41,45,Small,2020-04-24,5,Butter,Mother Dairy,788.86,70.18,18,Cold,597,Bangalore,Online,178,47,67,55362.194800000005,67.33726504861379,40200.34723402243,2020-04-22,2020-05-10
Delhi,693.27,46,Large,2019-05-12,3,Butter,Nestle,682.06,78.34,50,Cold,700,Delhi,Retail,315,94,177,53432.5804,75.3001216093471,52710.085126542974,2019-05-11,2019-06-30
Kolkata,698.54,23,Small,2021-10-22,10,Butter,LocalFarm,789.52,87.95,59,Ambient,686,Bangalore,Wholesale,330,39,76,69438.284,85.26489820115683,58491.72016599358,2021-10-19,2021-12-17
Mumbai,647.3,36,Large,2019-04-25,9,Cheese,Nestle,493.02,10.71,26,Cold,607,Mumbai,Online,156,84,108,5280.2442,10.68998027919172,6488.818029469375,2019-04-24,2019-05-20
Chennai,302.8,92,Small,2020-04-25,5,Curd,LocalFarm,920.26,89.71,22,Frozen,792,Chennai,Retail,15,46,57,82556.52459999999,90.5330948689049,71702.21113617267,2020-04-22,2020-05-14
Bangalore,87.06,40,Medium,2021-09-07,7,Milk,LocalFarm,800.44,29.37,9,Ambient,152,Delhi,Wholesale,245,35,51,23508.922800000004,29.940560612222843,4550.9652130578725,2021-09-06,2021-09-15
Bangalore,482.79,119,Medium,2021-10-21,1,Curd,LocalFarm,343.77,92.09,46,Ambient,873,Delhi,Wholesale,467,55,142,31657.7793,91.96310005229893,80283.78634565696,2021-10-18,2021-12-03
Delhi,896.43,82,Medium,2019-11-27,2,Butter,Nestle,951.06,33.96,51,Cold,160,Delhi,Retail,191,89,53,32297.9976,34.51944554285836,5523.111286857337,2019-11-26,2020-01-16
Kolkata,591.02,111,Medium,2023-05-20,4,Curd,Amul,963.0,50.97,49,Ambient,355,Chennai,Wholesale,340,29,102,49084.11,52.81566535594371,18749.561201360015,2023-05-16,2023-07-04
Kolkata,840.77,90,Small,2021-07-30,9,Paneer,Mother Dairy,444.3,94.05,34,Ambient,877,Kolkata,Online,54,63,90,41786.415,92.86650323571881,81443.9233377254,2021-07-26,2021-08-29
Bangalore,992.04,92,Medium,2021-08-12,5,Curd,Mother Dairy,669.36,19.88,35,Ambient,518,Kolkata,Retail,412,38,31,13306.8768,20.254219005456182,10491.685444826302,2021-08-10,2021-09-14
Chennai,205.44,53,Small,2023-07-19,5,Cheese,Amul,824.03,77.08,13,Cold,668,Kolkata,Retail,333,93,138,63516.23239999999,78.30176274383746,52305.57751288342,2023-07-15,2023-07-28
Mumbai,707.19,77,Large,2021-02-06,9,Cheese,Mother Dairy,826.44,45.32,35,Ambient,195,Bangalore,Online,310,84,118,37454.260800000004,45.93859832547218,8958.026673467075,2021-02-05,2021-03-12
Chennai,690.58,57,Large,2020-01-26,8,Butter,LocalFarm,63.42,12.17,35,Cold,819,Chennai,Retail,187,93,33,771.8214,12.271614582605249,10050.452343153698,2020-01-22,2020-02-26
Mumbai,980.96,66,Large,2021-04-13,2,Milk,Mother Dairy,647.56,94.52,45,Ambient,870,Mumbai,Online,168,81,87,61207.371199999994,96.65764368223952,84092.15000354839,2021-04-12,2021-05-27
Bangalore,986.32,84,Medium,2019-05-23,7,Paneer,Nestle,975.01,20.6,55,Frozen,55,Bangalore,Online,207,52,156,20085.206000000002,21.256199207486603,1169.090956411763,2019-05-20,2019-07-14
Mumbai,702.34,31,Medium,2019-11-24,1,Milk,Amul,269.78,79.67,13,Ambient,162,Delhi,Wholesale,8,56,42,21493.3726,78.8105955576168,12767.31648033392,2019-11-20,2019-12-03
Kolkata,281.43,13,Medium,2023-11-17,10,Milk,Amul,805.83,44.58,41,Ambient,668,Kolkata,Wholesale,5,32,184,35923.9014,45.269934331137435,30240.316133199805,2023-11-13,2023-12-24
Delhi,808.63,90,Large,2020-09-19,9,Paneer,Amul,557.54,82.95,10,Ambient,547,Delhi,Wholesale,101,56,59,46247.943,80.86389797707582,44232.55219346048,2020-09-16,2020-09-26
Delhi,151.68,81,Large,2020-01-12,3,Cheese,Amul,260.4,77.53,59,Frozen,781,Bangalore,Wholesale,412,38,139,20188.811999999998,79.51481635236748,62101.071571199,2020-01-08,2020-03-07
Bangalore,791.66,55,Large,2019-03-31,2,Butter,Nestle,98.49,66.99,46,Ambient,523,Kolkata,Wholesale,145,85,132,6597.8451,69.53825483476864,36368.507278583995,2019-03-29,2019-05-14
Kolkata,914.69,68,Large,2021-03-18,4,Curd,LocalFarm,771.93,94.53,30,Frozen,25,Chennai,Online,279,49,151,72970.5429,97.0017005129107,2425.0425128227675,2021-03-17,2021-04-16
Chennai,413.69,43,Small,2021-10-17,4,Cheese,LocalFarm,350.65,18.9,14,Frozen,603,Kolkata,Retail,50,51,91,6627.284999999999,18.88316149379531,11386.546380758571,2021-10-15,2021-10-29
Kolkata,649.1,20,Small,2021-12-01,3,Butter,LocalFarm,406.81,81.87,10,Frozen,692,Kolkata,Retail,272,52,40,33305.534700000004,78.86895336901179,54577.31573135616,2021-11-28,2021-12-08
Delhi,458.64,40,Medium,2021-11-24,2,Cheese,Mother Dairy,510.97,70.37,57,Cold,243,Kolkata,Wholesale,227,59,116,35956.958900000005,72.99552640431135,17737.912916247657,2021-11-20,2022-01-16
Delhi,465.88,20,Medium,2021-10-08,5,Paneer,LocalFarm,531.84,38.32,37,Cold,897,Bangalore,Online,276,34,46,20380.1088,39.5256300578158,35454.49016186078,2021-10-07,2021-11-13
Kolkata,344.85,65,Large,2023-02-26,4,Milk,Mother Dairy,245.88,59.14,56,Frozen,375,Kolkata,Online,82,89,172,14541.3432,60.31099453513137,22616.622950674264,2023-02-24,2023-04-21
Kolkata,774.02,47,Small,2020-07-06,5,Paneer,Nestle,687.11,68.02,49,Cold,846,Bangalore,Online,317,99,184,46737.2222,70.41080012064431,59567.53690206508,2020-07-04,2020-08-22
Delhi,939.37,30,Small,2019-05-04,8,Curd,Mother Dairy,707.91,76.26,34,Frozen,55,Delhi,Retail,470,57,146,53985.2166,76.51186236349898,4208.152429992444,2019-05-01,2019-06-04
Chennai,943.71,119,Medium,2019-02-26,2,Paneer,LocalFarm,185.19,26.84,44,Cold,565,Chennai,Online,346,27,167,4970.4996,28.15725987768005,15908.851830889229,2019-02-22,2019-04-07
Bangalore,216.04,103,Small,2021-03-16,9,Milk,Amul,556.26,19.19,28,Cold,544,Kolkata,Wholesale,116,95,185,10674.6294,19.836842561875887,10791.242353660482,2021-03-15,2021-04-12
Bangalore,881.01,19,Medium,2023-01-19,10,Cheese,Nestle,628.8,19.19,32,Ambient,733,Bangalore,Online,74,58,159,12066.672,18.544441252977848,13593.075438432763,2023-01-15,2023-02-16
Kolkata,750.56,35,Large,2019-08-23,1,Butter,LocalFarm,226.94,36.45,49,Cold,76,Kolkata,Wholesale,473,79,64,8271.963,36.09335060012825,2743.0946456097467,2019-08-19,2019-10-07
Bangalore,290.2,100,Large,2020-08-30,8,Curd,LocalFarm,899.74,23.88,42,Cold,26,Kolkata,Retail,372,79,172,21485.7912,23.092282443544438,600.3993435321554,2020-08-27,2020-10-08
Delhi,113.92,17,Medium,2020-01-27,5,Cheese,LocalFarm,508.68,58.21,33,Ambient,462,Kolkata,Retail,309,75,190,29610.2628,56.60492169065241,26151.473821081414,2020-01-24,2020-02-26
Delhi,304.6,112,Large,2023-02-24,2,Butter,Nestle,159.28,49.33,55,Frozen,334,Mumbai,Online,394,37,84,7857.2824,49.33479719361106,16477.822262666094,2023-02-23,2023-04-19
